Symbol,Name,Sector,Industry,Type,Source,Website,LogoUrl,Exchange,ShortName,LongName,Market,FundFamily,MarketCapValue,YahooTicker,ExchangeCode
A,Armor Minerals Inc,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://www.armorminerals.com,https://logo.clearbit.com/armorminerals.com,VAN,ARMOR MINERALS INC,Armor Minerals Inc.,ca_market,,36779808,A.V,TSXV
AAC.P,Anacott Acquisition Corporation,,,,,,,,,,,,,AAC.P.V,TSXV
AAG,Aftermath Silver Ltd,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://aftermathsilver.com,https://logo.clearbit.com/aftermathsilver.com,VAN,AFTERMATH SILVER LTD,Aftermath Silver Ltd.,ca_market,,21012420,AAG.V,TSXV
AALI,Advance Lithium Corp,Basic Materials,Gold,EQUITY,,https://advancelithiumcorp.com,https://logo.clearbit.com/advancelithiumcorp.com,VAN,ADVANCE LITHIUM CORP,Advance Lithium Corp.,ca_market,,1053247,AALI.V,TSXV
AAN,Aton Resources Inc,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://www.atonresources.com,https://logo.clearbit.com/atonresources.com,VAN,ATON RESOURCES INC,Aton Resources Inc.,ca_market,,7178451,AAN.V,TSXV
AAT,Ati Airtest Technologies Inc,Industrials,Specialty Industrial Machinery,EQUITY,,https://www.airtest.com,https://logo.clearbit.com/airtest.com,VAN,ATI AIRTEST TECHNOLOGIES INC,ATI Airtest Technologies Inc.,ca_market,,2468315,AAT.V,TSXV
AAU,Angold Resources Ltd,Basic Materials,Gold,EQUITY,,https://www.angoldresources.com,https://logo.clearbit.com/angoldresources.com,VAN,ANGOLD RESOURCES LTD,Angold Resources Ltd.,ca_market,,7492520,AAU.V,TSXV
AAZ,Azincourt Energy Corp,Energy,Uranium,EQUITY,,https://www.azincourtenergy.com,https://logo.clearbit.com/azincourtenergy.com,VAN,AZINCOURT ENERGY CORP,Azincourt Energy Corp.,ca_market,,23842950,AAZ.V,TSXV
ABI,Abcourt Mines Inc,Basic Materials,Gold,EQUITY,,https://www.abcourt.com,https://logo.clearbit.com/abcourt.com,VAN,Abcourt Mines Inc.,Abcourt Mines Inc.,ca_market,,12461560,ABI.V,TSXV
ABN,Aben Resources Ltd,Basic Materials,Gold,EQUITY,,https://www.abenresources.com,https://logo.clearbit.com/abenresources.com,VAN,ABEN RESOURCES LTD.,Aben Resources Ltd.,ca_market,,3273350,ABN.V,TSXV
ABR,Arbor Metals Corp,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://www.arbormetalscorp.com,https://logo.clearbit.com/arbormetalscorp.com,VAN,ARBOR METALS CORP,Arbor Metals Corp.,ca_market,,122568248,ABR.V,TSXV
ABRA,Abrasilver Resource Corp,Basic Materials,Other Precious Metals & Mining,EQUITY,,https://www.abrasilver.com,https://logo.clearbit.com/abrasilver.com,VAN,ABRASILVER RESOURCE CORP,AbraSilver Resource Corp.,ca_market,,149091152,ABRA.V,TSXV
ABZ,Asiabasemetals Inc,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://www.asiabasemetals.com,https://logo.clearbit.com/asiabasemetals.com,VAN,ASIABASEMETALS INC.,AsiaBaseMetals Inc.,ca_market,,5635087,ABZ.V,TSXV
ACCB.P,Aardvark 2 Capital Corp,,,,,,,,,,,,,ACCB.P.V,TSXV
ACI.H,Amilot Capital Inc,,,,,,,,,,,,,ACI.H.V,TSXV
ACOG,Alpha Cognition Inc,Healthcare,Biotechnology,EQUITY,,https://www.alphacognition.com,https://logo.clearbit.com/alphacognition.com,VAN,ALPHA COGNITION INC,Alpha Cognition Inc.,ca_market,,31363164,ACOG.V,TSXV
ACOP,Atacama Copper Corporation,Basic Materials,Copper,EQUITY,,https://atacamacopper.ca,https://logo.clearbit.com/atacamacopper.ca,VAN,ATACAMA COPPER CORPORATION,Atacama Copper Corporation,ca_market,,5843444,ACOP.V,TSXV
ACP,Arcpacific Resources Corp,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://www.arcpacific.ca,https://logo.clearbit.com/arcpacific.ca,VAN,ARCPACIFIC RESOURCES CORP,ArcPacific Resources Corp.,ca_market,,2520928,ACP.V,TSXV
ACR.H,Auscan Resources Inc,,,,,,,,,,,,,ACR.H.V,TSXV
ACS,Archon Minerals Ltd,Basic Materials,Other Precious Metals & Mining,EQUITY,,,,VAN,ARCHON MINERALS LIMITED,Archon Minerals Limited,ca_market,,13060032,ACS.V,TSXV
ACST,Acasti Pharma Inc,Healthcare,Biotechnology,EQUITY,,https://www.acastipharma.com,https://logo.clearbit.com/acastipharma.com,VAN,ACASTI PHARMA INC,Acasti Pharma Inc.,ca_market,,34987680,ACST.V,TSXV
ACU,Aurora Solar Technologies Inc,Technology,Solar,EQUITY,,https://aurorasolartech.com,https://logo.clearbit.com/aurorasolartech.com,VAN,AURORA SOLAR TECHNOLOGIES INC,Aurora Solar Technologies Inc.,ca_market,,10809375,ACU.V,TSXV
ADD,Arctic Star Exploration Corp,Basic Materials,Other Precious Metals & Mining,EQUITY,,https://www.arcticstar.ca,https://logo.clearbit.com/arcticstar.ca,VAN,ARCTIC STAR EXPLORATION CORP,Arctic Star Exploration Corp.,ca_market,,7678260,ADD.V,TSXV
ADE,Adex Mining Inc,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://www.adexmining.com,https://logo.clearbit.com/adexmining.com,VAN,ADEX MINING INC.,Adex Mining Inc.,ca_market,,6772110,ADE.V,TSXV
ADG,Arcus Development Group Inc,Basic Materials,Gold,EQUITY,,https://www.arcusdevelopmentgroup.com,https://logo.clearbit.com/arcusdevelopmentgroup.com,VAN,ARCUS DEVELOPMENT GROUP INC,Arcus Development Group Inc.,ca_market,,1477561,ADG.V,TSXV
ADJ.P,Ad4 Capital Corp,,,,,,,,,,,,,ADJ.P.V,TSXV
ADK,Diagnos Inc,Healthcare,Health Information Services,EQUITY,,https://www.diagnos.ca,https://logo.clearbit.com/diagnos.ca,VAN,DIAGNOS INC.,DIAGNOS Inc.,ca_market,,12441600,ADK.V,TSXV
ADR.H,Arcland Resources Inc,,,,,,,,,,,,,ADR.H.V,TSXV
ADY,Adyton Resources Corp,Basic Materials,Other Precious Metals & Mining,EQUITY,,https://www.adytonresources.com,https://logo.clearbit.com/adytonresources.com,VAN,ADYTON RESOURCES CORPORATION,Adyton Resources Corporation,ca_market,,1871385,ADY.V,TSXV
ADYA,Adya Inc,Communication Services,Telecom Services,EQUITY,,https://www.adya.ca,https://logo.clearbit.com/adya.ca,VAN,ADYA INC,Adya Inc.,ca_market,,3187822,ADYA.V,TSXV
ADZ,Adamera Minerals Corp,Basic Materials,Other Precious Metals & Mining,EQUITY,,https://www.adamera.com,https://logo.clearbit.com/adamera.com,VAN,ADAMERA MINERALS CORP,Adamera Minerals Corp.,ca_market,,10190450,ADZ.V,TSXV
ADZN,Adventus Mining Corp,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://www.adventusmining.com,https://logo.clearbit.com/adventusmining.com,VAN,ADVENTUS MINING CORPORATION,Adventus Mining Corporation,ca_market,,49177876,ADZN.V,TSXV
AE,American Eagle Gold Corp,Basic Materials,Gold,EQUITY,,https://americaneaglegold.ca,https://logo.clearbit.com/americaneaglegold.ca,VAN,AMERICAN EAGLE GOLD CORP,Drillore Exploration Inc.,ca_market,,2032404,AE.V,TSXV
AEC,Anfield Energy Inc,Energy,Uranium,EQUITY,,https://anfieldenergy.com,https://logo.clearbit.com/anfieldenergy.com,VAN,ANFIELD ENERGY INC,Anfield Energy Inc.,ca_market,,18215760,AEC.V,TSXV
AEC.WT,Anfield Energy Inc,,,,,,,,,,,,,AEC.WT.V,TSXV
AEP,Atlas Engineered Products Ltd,Industrials,Engineering & Construction,EQUITY,,https://www.atlasengineeredproducts.com,https://logo.clearbit.com/atlasengineeredproducts.com,VAN,ATLAS ENGINEERED PRODUCTS LTD,Atlas Engineered Products Ltd.,ca_market,,28285594,AEP.V,TSXV
AF.P,Af2 Capital Corp,,,EQUITY,,,,VAN,AF2 Capital Corp,AF2 Capital Corp,ca_market,,,AF.P.V,TSXV
AFCC.H,Automotive Finco Corp,,,,,,,,,,,,,AFCC.H.V,TSXV
AFE,Africa Energy Corp,Energy,Oil & Gas E&P,EQUITY,,https://www.africaenergycorp.com,https://logo.clearbit.com/africaenergycorp.com,VAN,AFRICA ENERGY CORP,Africa Energy Corp.,ca_market,,446694400,AFE.V,TSXV
AFF,Affinity Metals Corp,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://affinitymetals.ca,https://logo.clearbit.com/affinitymetals.ca,VAN,AFFINITY METALS CORP,Affinity Metals Corp.,ca_market,,2116444,AFF.V,TSXV
AFM,Alphamin Resources Corp,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://www.alphaminresources.com,https://logo.clearbit.com/alphaminresources.com,VAN,ALPHAMIN RESOURCES CORP.,Alphamin Resources Corp.,ca_market,,751849216,AFM.V,TSXV
AFR,African Metals Corp,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://www.afrnuventure.com,https://logo.clearbit.com/afrnuventure.com,VAN,AFR NUVENTURE RESOURCES INC,AFR NuVenture Resources Inc.,ca_market,,631354,AFR.V,TSXV
AGD,Antioquia Gold Inc,Basic Materials,Gold,EQUITY,,https://www.antioquiagoldinc.com,https://logo.clearbit.com/antioquiagoldinc.com,VAN,ANTIOQUIA GOLD INC.,Antioquia Gold Inc.,ca_market,,18987960,AGD.V,TSXV
AGH.H,Canadian Silver Hunter Inc,,,,,,,,,,,,,AGH.H.V,TSXV
AGL,Aguila Copper Corp,Basic Materials,Gold,EQUITY,,https://www.aguilacopper.com,https://logo.clearbit.com/aguilacopper.com,VAN,AGUILA COPPER CORP,Aguila Copper Corp.,ca_market,,5994125,AGL.V,TSXV
AGLD,Austral Gold Ltd,Basic Materials,Other Precious Metals & Mining,EQUITY,,https://www.australgold.com,https://logo.clearbit.com/australgold.com,VAN,AUSTRAL GOLD LIMITED,Austral Gold Limited,ca_market,,24492438,AGLD.V,TSXV
AGMR,Silver Mountain Resources Inc,Basic Materials,Other Precious Metals & Mining,EQUITY,,,,VAN,SILVER MOUNTAIN RESOURCES INC,Silver Mountain Resources Inc.,ca_market,,,AGMR.V,TSXV
AGMR.WT,Silver Mountain Resources Inc Wts,,,,,,,,,,,,,AGMR.WT.V,TSXV
AGO,Big Tree Carbon Inc,Basic Materials,Gold,EQUITY,,https://aurcrest.ca,https://logo.clearbit.com/aurcrest.ca,VAN,BIG TREE CARBON INC,Big Tree Carbon Inc.,ca_market,,15648451,AGO.V,TSXV
AGX,Silver X Mining Corp,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://silverx-mining.com,https://logo.clearbit.com/silverx-mining.com,VAN,SILVER X MINING CORP,Silver X Mining Corp.,ca_market,,25419450,AGX.V,TSXV
AHR,Amarc Resources Ltd,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://amarcresources.com,https://logo.clearbit.com/amarcresources.com,VAN,Amarc Resources Ltd.,Amarc Resources Ltd.,ca_market,,27993466,AHR.V,TSXV
AIP.U,Aip Realty Trust USD,,,,,,,,,,,,,AIP.U.V,TSXV
AIR,Clean Air Metals Inc,Basic Materials,Other Precious Metals & Mining,EQUITY,,https://www.cleanairmetals.ca,https://logo.clearbit.com/cleanairmetals.ca,VAN,CLEAN AIR METALS INC,Clean Air Metals Inc.,ca_market,,20908624,AIR.V,TSXV
AIS,Ais Resources Ltd,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://www.aisresources.com,https://logo.clearbit.com/aisresources.com,VAN,AIS RESOURCES LIMITED,A.I.S. Resources Limited,ca_market,,3559500,AIS.V,TSXV
AKH.H,Alaska Hydro Corp,,,,,,,,,,,,,AKH.H.V,TSXV
AKMY,K B Recycling Industries Ltd,Industrials,Pollution & Treatment Controls,EQUITY,,https://www.alkemy.solutions,https://logo.clearbit.com/alkemy.solutions,VAN,K B RECYCLING INDUSTRIES LTD,K.B. Recycling Industries Ltd.,ca_market,,14625960,AKMY.V,TSXV
AKR,Ackroo Inc,Technology,Software—Application,EQUITY,,https://www.ackroo.com,https://logo.clearbit.com/ackroo.com,VAN,ACKROO INC,Ackroo Inc.,ca_market,,8091930,AKR.V,TSXV
AL,Alx Resources Corp,Energy,Uranium,EQUITY,,https://www.alxresources.com,https://logo.clearbit.com/alxresources.com,VAN,ALX RESOURCES CORP,ALX Resources Corp.,ca_market,,8219160,AL.V,TSXV
ALDE,Aldebaran Resources Inc,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://www.aldebaranresources.com,https://logo.clearbit.com/aldebaranresources.com,VAN,ALDEBARAN RESOURCES INC,Aldebaran Resources Inc.,ca_market,,79001552,ALDE.V,TSXV
ALEX,Alpha Exploration Ltd,Basic Materials,Other Precious Metals & Mining,EQUITY,,https://alpha-exploration.com,https://logo.clearbit.com/alpha-exploration.com,VAN,ALPHA EXPLORATION LTD,Alpha Exploration Ltd.,ca_market,,27970330,ALEX.V,TSXV
ALLI,Alpha Lithium Corp,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://alphalithium.com,https://logo.clearbit.com/alphalithium.com,VAN,ALPHA LITHIUM CORPORATION,Alpha Lithium Corporation,ca_market,,139398640,ALLI.V,TSXV
ALLI.WT,Alpha Lithium Corp WT,,,,,,,,,,,,,ALLI.WT.V,TSXV
ALM,Alliance Mining Corp,Basic Materials,Gold,EQUITY,,https://www.alliancemining.com,https://logo.clearbit.com/alliancemining.com,VAN,ALLIANCE MINING CORP,Alliance Mining Corp.,ca_market,,1214707,ALM.V,TSXV
ALPS.U,Alpine Summit Energy Partners Inc USD,,,,,,,,,,,,,ALPS.U.V,TSXV
ALTA,Altamira Gold Corp,Basic Materials,Gold,EQUITY,,https://altamiragold.com,https://logo.clearbit.com/altamiragold.com,VAN,ALTAMIRA GOLD CORP,Altamira Gold Corp.,ca_market,,20347880,ALTA.V,TSXV
ALV,Alvopetro Energy Ltd,Energy,Oil & Gas E&P,EQUITY,,https://www.alvopetro.com,https://logo.clearbit.com/alvopetro.com,VAN,ALVOPETRO ENERGY LTD,Alvopetro Energy Ltd.,ca_market,,281558720,ALV.V,TSXV
ALY,Analytixinsight Inc,Technology,Software—Application,EQUITY,,https://www.analytixinsight.com,https://logo.clearbit.com/analytixinsight.com,VAN,ANALYTIXINSIGHT INC,AnalytixInsight Inc.,ca_market,,35538536,ALY.V,TSXV
ALY.WT,Analytixinsight Inc WT,,,,,,,,,,,,,ALY.WT.V,TSXV
AM,Academy Metals Inc,Basic Materials,Gold,EQUITY,,https://academymetalsinc.com,https://logo.clearbit.com/academymetalsinc.com,VAN,ACADEMY METALS INC,Academy Metals Inc.,ca_market,,555024,AM.V,TSXV
AMC,Arizona Metals Corp,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://arizonametalscorp.com,https://logo.clearbit.com/arizonametalscorp.com,VAN,ARIZONA METALS CORP,Arizona Metals Corp.,ca_market,,400717984,AMC.V,TSXV
AME,Abacus Mining and Exploration,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://www.amemining.com,https://logo.clearbit.com/amemining.com,VAN,ABACUS MINING AND EXPLORATION,Abacus Mining & Exploration Corporation,ca_market,,4383885,AME.V,TSXV
AMG.P,Amg Acquisition Corp,,,,,,,,,,,,,AMG.P.V,TSXV
AMI,Athabasca Minerals Inc,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://www.athabascaminerals.com,https://logo.clearbit.com/athabascaminerals.com,VAN,ATHABASCA MINERALS INC,Athabasca Minerals Inc.,ca_market,,15356480,AMI.V,TSXV
AMK,American Creek Resources Ltd,Basic Materials,Other Precious Metals & Mining,EQUITY,,https://www.americancreek.com,https://logo.clearbit.com/americancreek.com,VAN,AMERICAN CREEK RESOURCES LTD.,American Creek Resources Ltd.,ca_market,,57162948,AMK.V,TSXV
AML,Akwaaba Mining Ltd,Basic Materials,Gold,EQUITY,,https://castlepeakmining.com,https://logo.clearbit.com/castlepeakmining.com,VAN,AKWAABA MINING LTD,Akwaaba Mining Ltd.,ca_market,,,AML.V,TSXV
AMMO,Bullet Exploration Inc,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://bulletexploration.com,https://logo.clearbit.com/bulletexploration.com,VAN,BULLET EXPLORATION INC,Bullet Exploration Inc.,ca_market,,585495,AMMO.V,TSXV
AMO,Altan Rio Minerals Ltd,Basic Materials,Gold,EQUITY,,https://www.altanrio.com,https://logo.clearbit.com/altanrio.com,VAN,ALTAN RIO MINERALS LIMITED,Altan Rio Minerals Limited,ca_market,,4799760,AMO.V,TSXV
AMRQ,Amaroq Minerals Ltd,Basic Materials,Gold,EQUITY,,https://www.amaroqminerals.com,https://logo.clearbit.com/amaroqminerals.com,VAN,AMAROQ MINERALS LTD,Amaroq Minerals Ltd.,ca_market,,,AMRQ.V,TSXV
AMX,AMEX Exploration Inc,Basic Materials,Gold,EQUITY,,https://www.amexexploration.com,https://logo.clearbit.com/amexexploration.com,VAN,AMEX EXPLORATION INC,Amex Exploration Inc.,ca_market,,159716560,AMX.V,TSXV
AMY,American Manganese Inc,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://www.americanmanganeseinc.com,https://logo.clearbit.com/americanmanganeseinc.com,VAN,AMERICAN MANGANESE INC,American Manganese Inc.,ca_market,,77101760,AMY.V,TSXV
AMZ,Azucar Minerals Ltd,Basic Materials,Other Precious Metals & Mining,EQUITY,,https://www.azucarminerals.com,https://logo.clearbit.com/azucarminerals.com,VAN,AZUCAR MINERALS LTD,Azucar Minerals Ltd.,ca_market,,4060595,AMZ.V,TSXV
AN,Arena Minerals Inc,Basic Materials,Copper,EQUITY,,https://www.arenaminerals.com,https://logo.clearbit.com/arenaminerals.com,VAN,ARENA MINERALS INC,Arena Minerals Inc.,ca_market,,148908960,AN.V,TSXV
ANE,Altan Nevada Minerals Ltd,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://www.altnev.com,https://logo.clearbit.com/altnev.com,VAN,ALTAN NEVADA MINERALS LIMITED,Altan Nevada Minerals Limited,ca_market,,9053915,ANE.V,TSXV
ANK,Angkor Resources Corp,Basic Materials,Gold,EQUITY,,https://www.angkorresources.ca,https://logo.clearbit.com/angkorresources.ca,VAN,ANGKOR RESOURCES CORP,Angkor Resources Corp.,ca_market,,13954951,ANK.V,TSXV
ANTL,Antler Gold Inc,Basic Materials,Gold,EQUITY,,https://www.antlergold.com,https://logo.clearbit.com/antlergold.com,VAN,ANTLER GOLD INC,Antler Gold Inc.,ca_market,,7963836,ANTL.V,TSXV
ANZ,Alianza Minerals Ltd,Basic Materials,Other Precious Metals & Mining,EQUITY,,https://alianzaminerals.com,https://logo.clearbit.com/alianzaminerals.com,VAN,ALIANZA MINERALS LTD,Alianza Minerals Ltd.,ca_market,,5206285,ANZ.V,TSXV
AORO,Aloro Mining Corp,Basic Materials,Gold,EQUITY,,https://www.aloromining.com,https://logo.clearbit.com/aloromining.com,VAN,ALORO MINING CORP,Aloro Mining Corp.,ca_market,,826939,AORO.V,TSXV
APC,Advanced Proteome Therapeutics Corp,Healthcare,Biotechnology,EQUITY,,https://www.advancedproteome.com,https://logo.clearbit.com/advancedproteome.com,VAN,ADVANCED PROTEOME THERAPEUTICS ,Advanced Proteome Therapeutics Corporation,ca_market,,3020048,APC.V,TSXV
APGO,Apollo Silver Corp,Basic Materials,Silver,EQUITY,,https://apollosilver.com,https://logo.clearbit.com/apollosilver.com,VAN,APOLLO SILVER CORP,Apollo Silver Corp.,ca_market,,21877694,APGO.V,TSXV
APL,Appulse Corp,Industrials,Pollution & Treatment Controls,EQUITY,,https://www.appulsecorp.net,https://logo.clearbit.com/appulsecorp.net,VAN,APPULSE CORP.,Appulse Corporation,ca_market,,3492050,APL.V,TSXV
APM,00Neandean Precious Metals Corp,Basic Materials,Silver,EQUITY,,https://www.andeanpm.com,https://logo.clearbit.com/andeanpm.com,VAN,ANDEAN PRECIOUS METALS CORP,Andean Precious Metals Corp.,ca_market,,107082320,APM.V,TSXV
APMI,Apogee Minerals Ltd,Basic Materials,Gold,EQUITY,,https://www.apogeemineralsltd.com,https://logo.clearbit.com/apogeemineralsltd.com,VAN,APOGEE MINERALS LTD,Apogee Minerals Ltd.,ca_market,,,APMI.V,TSXV
APN,Altiplano Minerals Ltd,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://www.apnmetals.com,https://logo.clearbit.com/apnmetals.com,VAN,ALTIPLANO METALS INC,Altiplano Metals Inc.,ca_market,,21556260,APN.V,TSXV
APX,Apex Resources Inc,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://www.apxresources.com,https://logo.clearbit.com/apxresources.com,VAN,APEX RESOURCES INC,Apex Resources Inc.,ca_market,,1228120,APX.V,TSXV
AQS,Aequus Pharmaceuticals Inc,Healthcare,Drug Manufacturers—Specialty & Generic,EQUITY,,https://www.aequuspharma.ca,https://logo.clearbit.com/aequuspharma.ca,VAN,AEQUUS PHARMACEUTICALS INC,Aequus Pharmaceuticals Inc.,ca_market,,6631700,AQS.V,TSXV
ARCH,Arch Biopartners Inc,Healthcare,Biotechnology,EQUITY,,https://www.archbiopartners.com,https://logo.clearbit.com/archbiopartners.com,VAN,ARCH BIOPARTNERS INC,Arch Biopartners Inc.,ca_market,,176592544,ARCH.V,TSXV
ARD,Armada Data Corp,Communication Services,Internet Content & Information,EQUITY,,https://www.armadadata.com,https://logo.clearbit.com/armadadata.com,VAN,ARMADA DATA CORP.,Armada Data Corporation,ca_market,,1060218,ARD.V,TSXV
ARH,Altima Resources Ltd,Energy,Oil & Gas E&P,EQUITY,,https://www.altimaresources.com,https://logo.clearbit.com/altimaresources.com,VAN,ALTIMA RESOURCES LTD.,Altima Resources Ltd.,ca_market,,1378996,ARH.V,TSXV
ARIC,Awale Resources Ltd,Basic Materials,Gold,EQUITY,,https://www.awaleresources.com,https://logo.clearbit.com/awaleresources.com,VAN,AWALE RESOURCES LIMITED,Awalé Resources Limited,ca_market,,3035253,ARIC.V,TSXV
ARJN,Aranjin Resources Ltd,Basic Materials,Copper,EQUITY,,https://aranjinresources.com,https://logo.clearbit.com/aranjinresources.com,VAN,ARANJIN RESOURCES LTD,Aranjin Resources Ltd.,ca_market,,8076930,ARJN.V,TSXV
ARK,Arras Minerals Corp,Basic Materials,Other Precious Metals & Mining,EQUITY,,https://www.arrasminerals.com,https://logo.clearbit.com/arrasminerals.com,VAN,ARRAS MINERALS CORP,Arras Minerals Corp.,ca_market,,,ARK.V,TSXV
ARL.P,Aurum Lake Mining Corp,,,,,,,,,,,,,ARL.P.V,TSXV
AROW.P,Four Arrows Capital Corp,,,,,,,,,,,,,AROW.P.V,TSXV
ART,Arht Media Inc,Technology,Software—Application,EQUITY,,https://www.arhtmedia.com,https://logo.clearbit.com/arhtmedia.com,VAN,ARHT MEDIA INC,ARHT Media Inc.,ca_market,,21311680,ART.V,TSXV
ART.WT,Arht Media Inc WT,,,,,,,,,,,,,ART.WT.V,TSXV
ARTG,Artemis Gold Inc,Basic Materials,Gold,EQUITY,,https://www.artemisgoldinc.com,https://logo.clearbit.com/artemisgoldinc.com,VAN,ARTEMIS GOLD INC,Artemis Gold Inc.,ca_market,,594091392,ARTG.V,TSXV
ARU,Aurania Resources Ltd,Basic Materials,Other Precious Metals & Mining,EQUITY,,https://www.aurania.com,https://logo.clearbit.com/aurania.com,VAN,AURANIA RESOURCES LTD,Aurania Resources Ltd.,ca_market,,24680858,ARU.V,TSXV
ARU.WT.B,Aurania Resources Ltd,,,,,,,,,,,,,ARU.WT.B.V,TSXV
ASG,Aurora Spine Corp,Healthcare,Medical Devices,EQUITY,,https://www.aurora-spine.com,https://logo.clearbit.com/aurora-spine.com,VAN,AURORA SPINE CORPORATION,Aurora Spine Corporation,ca_market,,31696988,ASG.V,TSXV
ASL,Argentum Silver Corp,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://www.argentumsilvercorp.com,https://logo.clearbit.com/argentumsilvercorp.com,VAN,ARGENTUM SILVER CORP,Argentum Silver Corp.,ca_market,,4127880,ASL.V,TSXV
AST,Astron Connect Inc,Consumer Defensive,Packaged Foods,EQUITY,,https://www.astronconnect.ca,https://logo.clearbit.com/astronconnect.ca,VAN,ASTRON CONNECT INC,Astron Connect Inc.,ca_market,,782842,AST.V,TSXV
ASTR,Astra Exploration Inc,Basic Materials,Other Precious Metals & Mining,EQUITY,,https://astra-exploration.com,https://logo.clearbit.com/astra-exploration.com,VAN,ASTRA EXPLORATION INC,Astra Exploration Inc.,ca_market,,,ASTR.V,TSXV
ATC,Atac Resources Ltd,Basic Materials,Gold,EQUITY,,https://www.atacresources.com,https://logo.clearbit.com/atacresources.com,VAN,ATAC Resources Ltd.,ATAC Resources Ltd.,ca_market,,15668816,ATC.V,TSXV
ATI,Altai Resources Inc,Energy,Oil & Gas E&P,EQUITY,,https://www.altairesources.com,https://logo.clearbit.com/altairesources.com,VAN,Altai Resources Inc,Altai Resources Inc.,ca_market,,3362016,ATI.V,TSXV
ATLY,Altaley Mining Corp,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://www.altaleymining.com,https://logo.clearbit.com/altaleymining.com,VAN,ALTALEY MINING CORPORATION,Altaley Mining Corporation,ca_market,,30540598,ATLY.V,TSXV
ATOM,Atomic Minerals Corp,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://www.atomicminerals.ca,https://logo.clearbit.com/atomicminerals.ca,VAN,ATOMIC MINERALS CORPORATION,Atomic Minerals Corporation,ca_market,,1482558,ATOM.V,TSXV
ATW,Atw Tech Inc,Technology,Software—Infrastructure,EQUITY,,https://www.atwtech.com,https://logo.clearbit.com/atwtech.com,VAN,ATW TECH INC,ATW Tech Inc.,ca_market,,4276240,ATW.V,TSXV
ATX,Atex Resources Inc,Basic Materials,Gold,EQUITY,,https://www.atexresources.com,https://logo.clearbit.com/atexresources.com,VAN,ATEX RESOURCES INC,ATEX Resources Inc.,ca_market,,43896260,ATX.V,TSXV
ATY,Atico Mining Corp,Basic Materials,Other Industrial Metals & Mining,EQUITY,,https://www.aticomining.com,https://logo.clearbit.com/aticomining.com,VAN,ATICO MINING CORPORATION,Atico Mining Corporation,ca_market,,28502210,ATY.V,TSXV
AU,Aurion Resources Ltd,Basic Materials,Gold,EQUITY,,https://www.aurionresources.com,https://logo.clearbit.com/aurionresources.com,VAN,AURION RESOURCES LTD.,Aurion Resources Ltd.,ca_market,,47557124,AU.V,TSXV
AUAU,Allegiant Gold Ltd,Basic Materials,Gold,EQUITY,,https://www.allegiantgold.com,https://logo.clearbit.com/allegiantgold.com,VAN,ALLEGIANT GOLD LTD,Allegiant Gold Ltd.,ca_market,,17263514,AUAU.V,TSXV
AUC,Goldplay Mining Inc,Basic Materials,Other Precious Metals & Mining,EQUITY,,https://goldplaymining.ca,https://logo.clearbit.com/goldplaymining.ca,VAN,GOLDPLAY MINING INC,Goldplay Mining Inc.,ca_market,,2523400,AUC.V,TSXV
AUD.P,Audrey Capital Corporation,,,,,,,,,,,,,AUD.P.V,TSXV
AUEN,Golden Sky Minerals Corp,Basic Materials,Gold,EQUITY,,https://goldenskyminerals.com,https://logo.clearbit.com/goldenskyminerals.com,VAN,GOLDEN SKY MINERALS CORP,Golden Sky Minerals Corp.,ca_market,,4043465,AUEN.V,TSXV
AUGC,Au Gold Corp,Basic Materials,Gold,EQUITY,,https://www.augoldcorp.com,https://logo.clearbit.com/augoldcorp.com,VAN,AU GOLD CORP,Au Gold Corp.,ca_market,,658116,AUGC.V,TSXV
